user,text,date,emotion,sentiment,clean_text,preprocessed_text,nuevosentimiento,adjetivos_positivo,verbos_positivo,sustantivos_positivo,adjetivos_neutro,verbos_neutro,sustantivos_neutro,adjetivos_negativo,verbos_negativo,sustantivos_negativo
@tatadiaz1201,Yo creo que mi círculo cercano está más mortificado por lo que me pasa que yo JAJAJAJAJAJA,"Jan 5, 2024 · 2:15 AM UTC",embarrassed,scared,Yo creo que mi crculo cercano est ms mortificado por lo que me pasa que yo JAJAJAJAJAJA,creo crculo cercano mortificado pasa jajajajajaja,negativo,0,0,1,0,0,1,0,0,2
@elfinal05,"Insólito, la oposición está mortificada porque Google presenta el dólar al 33 y no al 54 entre los mortificado está la sabandija de @EuricSanti 😜","Jan 4, 2024 · 9:57 PM UTC",embarrassed,scared,Inslito la oposicin est mortificada porque Google presenta el dlar al  y no al  entre los mortificado est la sabandija de  ,inslito oposicin mortificada google presenta dlar mortificado sabandija,negativo,0,0,0,0,0,0,0,0,1
@danielg1966811,Estoy más mortificado por el futuro de Cesar Montes que por el mío😔,"Jan 4, 2024 · 9:19 PM UTC",embarrassed,scared,Estoy ms mortificado por el futuro de Cesar Montes que por el mo,mortificado futuro cesar monte,negativo,0,0,0,0,0,0,0,0,1
@dnikolavi,podría perdonar fácilmente su orgullo si no hubiese mortificado el mío,"Jan 4, 2024 · 2:44 PM UTC",embarrassed,scared,podra perdonar fcilmente su orgullo si no hubiese mortificado el mo,podra perdonar fcilmente orgullo mortificado,negativo,0,0,0,0,0,0,0,0,1
@Joel86134107,"Es increíble que la mayoría de las personas le den importancia embriagarse a lo loco y presumir botellas de alcohol.   Yo simplemente me siento mortificado por porque no habrieron el gym en noche buena, navidad y año nuevo.","Jan 2, 2024 · 10:41 PM UTC",embarrassed,scared,Es increble que la mayora de las personas le den importancia embriagarse a lo loco y presumir botellas de alcohol   Yo simplemente me siento mortificado por porque no habrieron el gym en noche buena navidad y ao nuevo,increble mayora persona importancia embriagarse loco presumir botellas alcohol simplemente siento mortificado habrieron noche buena navidad nuevo,negativo,0,1,2,0,1,1,0,1,2
@JosCast01931920,"Estaba realmente mortificado porque no sabía si podría participar en la Expo por la falta de dinero, ya que la tengo la deuda de cuando estaba preso. Mi primo me acaba de dar 100$ de aguinaldos cuando yo aún le debo 150$.","Dec 31, 2023 · 5:35 PM UTC",embarrassed,scared,Estaba realmente mortificado porque no saba si podra participar en la Expo por la falta de dinero ya que la tengo la deuda de cuando estaba preso Mi primo me acaba de dar  de aguinaldos cuando yo an le debo ,realmente mortificado saba podra participar expo falta dinero deuda preso primo acaba aguinaldos debo,negativo,0,0,0,0,0,0,0,0,1
@Camino_OpusDei,172. Si no eres mortificado nunca serás alma de #oración. #Camino #OpusDei   Happy New Year / Feliz Año,"Dec 31, 2023 · 7:47 AM UTC",embarrassed,scared, Si no eres mortificado nunca sers alma de oracin Camino OpusDei   Happy New Year  Feliz Ao,mortificado nunca sers alma oracin camino opusdei happy year feliz,negativo,0,0,2,0,0,1,0,0,2
@Princess_1eia_,"""... Y con facilidad perdonaría su orgullo si no hubiera mortificado el mío"".","Dec 31, 2023 · 6:12 AM UTC",embarrassed,scared, Y con facilidad perdonara su orgullo si no hubiera mortificado el mo,facilidad perdonara orgullo mortificado,negativo,0,0,0,0,0,0,0,0,1
@MatiuAradia,Me puse sonrojado al escribir eso no se pq 😫🕯️🕯️🕯️🕯️,"Jan 6, 2024 · 3:19 AM UTC",embarrassed,scared,Me puse sonrojado al escribir eso no se pq ,puse sonrojado escribir,negativo,0,0,0,0,0,0,0,0,1
@SabroOmi,"PREGUNTA yo recuerdo que cuando leí SAVE por Wattpad había una escena en donde no sé qué estaba pasando que a Binghe adolescente se le para justo cuando estaba con Qingqiu y entra en pánico, sale corriendo y se cae a una fuente/laguna todo sonrojado PERO","Jan 6, 2024 · 12:51 AM UTC",embarrassed,scared,PREGUNTA yo recuerdo que cuando le SAVE por Wattpad haba una escena en donde no s qu estaba pasando que a Binghe adolescente se le para justo cuando estaba con Qingqiu y entra en pnico sale corriendo y se cae a una fuentelaguna todo sonrojado PERO,pregunta recuerdo save wattpad haba escena pasando binghe adolescente justo qingqiu entra pnico sale corriendo fuentelaguna sonrojado,negativo,0,0,0,0,0,0,1,0,1
@H00DEDHERO,"No se esperaba esa jugada, así que inevitablemente acaba un poco sonrojado. Nada que no pueda controlar, pues ríe a los segundos, golpeándole sin fuerza en el hombro.  ── Creo que ellas lo saben mejor que nadie, Dalios. Aunque, ¿no me regalaste tú una paleta de corazón primero?","Jan 5, 2024 · 8:25 PM UTC",embarrassed,scared,No se esperaba esa jugada as que inevitablemente acaba un poco sonrojado Nada que no pueda controlar pues re a los segundos golpendole sin fuerza en el hombro   Creo que ellas lo saben mejor que nadie Dalios Aunque no me regalaste t una paleta de corazn primero,esperaba jugada inevitablemente acaba sonrojado pueda controlar pues segundos golpendole fuerza hombro creo saben mejor nadie dalios aunque regalaste paleta corazn primero,negativo,0,0,4,1,0,3,1,0,4
@nhyra_angelica,"Me regalaron dos rosas bonitas 💕 fue muy bonito y que me los de todo sonrojado, lo fue aún más 💕","Jan 5, 2024 · 1:55 PM UTC",embarrassed,scared,Me regalaron dos rosas bonitas  fue muy bonito y que me los de todo sonrojado lo fue an ms ,regalaron rosa bonitas bonito sonrojado,negativo,0,0,0,0,0,0,0,0,1
@ssunlcve,JIHYUK SONROJADO ES TAN LINDO Y LE QUIERO TOMAR CAPTURA Y NO PUEDO MALDITASEAAAA,"Jan 5, 2024 · 4:14 AM UTC",embarrassed,scared,JIHYUK SONROJADO ES TAN LINDO Y LE QUIERO TOMAR CAPTURA Y NO PUEDO MALDITASEAAAA,jihyuk sonrojado lindo quiero tomar captura puedo malditaseaaaa,negativo,0,0,2,0,0,2,0,0,3
@MechanicRckStr_,"Acaba de abrir la boca de golpe, su rostro hasta se ha sonrojado, no esperó aquel repentino y avergonzado movimiento.   ——¡Oye! ——Protestó.—— No he hecho nada malo... ——Sí.—— Solo estuve cantando.","Jan 4, 2024 · 10:44 PM UTC",embarrassed,scared,Acaba de abrir la boca de golpe su rostro hasta se ha sonrojado no esper aquel repentino y avergonzado movimiento   Oye Protest No he hecho nada malo S Solo estuve cantando,acaba abrir boca golpe rostro sonrojado esper aquel repentino avergonzado movimiento protest hecho malo solo cantando,negativo,0,0,2,0,0,1,0,1,2
@ferchis_riv,"He contado tres veces tu historia … o nuestra historia con personas de mi futuro… o de mi presente. De mi vida después de ti.  He contado lo que sentí, soñé y desee… y de lo que también no fue. Me he sonrojado, me he puesto otra nerviosa, me he culpado, y me he vuelto a sanar.","Jan 4, 2024 · 5:24 AM UTC",embarrassed,scared,He contado tres veces tu historia  o nuestra historia con personas de mi futuro o de mi presente De mi vida despus de ti  He contado lo que sent so y desee y de lo que tambin no fue Me he sonrojado me he puesto otra nerviosa me he culpado y me he vuelto a sanar,contado tres veces historia historia persona futuro presente vida despus contado sent desee tambin sonrojado puesto nerviosa culpado vuelto sanar,negativo,0,1,1,0,1,2,0,1,4
@RaulGastelum5,Bn sonrojado me tieneees eeee☺️☺️,"Jan 3, 2024 · 9:01 AM UTC",embarrassed,scared,Bn sonrojado me tieneees eeee,sonrojado tieneees eeee,negativo,0,0,0,0,0,0,0,0,1
@120301l,Sonrojado,"Jan 3, 2024 · 5:23 AM UTC",embarrassed,scared,Sonrojado,sonrojado,negativo,0,0,0,0,0,0,0,0,1
@luxmechi,Hagamos un hilo de las veces q Max se ha sonrojado por culpa de Checo 🫵🏻,"Jan 3, 2024 · 12:53 AM UTC",embarrassed,scared,Hagamos un hilo de las veces q Max se ha sonrojado por culpa de Checo ,hagamos hilo veces sonrojado culpa checo,negativo,0,0,0,0,0,0,0,1,1
@vvale_1009,El verdadero “no soy tímido ni a palo”,"Jan 6, 2024 · 3:21 AM UTC",embarrassed,scared,El verdadero no soy tmido ni a palo,verdadero tmido palo,negativo,0,0,0,0,0,0,0,0,1
@porrofundido,Yo soy cómico elocuente ingenioso rápido filósofo cuestionador chistoso carismático icónico agradable buen hablador etc etc pero soy tímido y no tengo pc,"Jan 6, 2024 · 3:17 AM UTC",embarrassed,scared,Yo soy cmico elocuente ingenioso rpido filsofo cuestionador chistoso carismtico icnico agradable buen hablador etc etc pero soy tmido y no tengo pc,cmico elocuente ingenioso rpido filsofo cuestionador chistoso carismtico icnico agradable buen hablador tmido,negativo,0,0,1,0,0,1,0,0,1
@DeadPallet_,"Aún se pone tímido, pero le hace muy feliz que Weimin lo presuma así.","Jan 6, 2024 · 2:56 AM UTC",embarrassed,scared,An se pone tmido pero le hace muy feliz que Weimin lo presuma as,pone tmido hace feliz weimin presuma,negativo,0,0,2,0,0,1,0,0,2
@Settralisko1,"Es que estaba claro que en las fiestas DENI y BAUTI  se evitan todo el rato entre lo timido que es el!!!, y ella que dijo que no iba hacer nada!!! podemos esperar sentados a que pase algo si ella no se mueve por que el con lo de ALAN no se va a mover.   #GranHermano","Jan 6, 2024 · 2:52 AM UTC",embarrassed,scared,Es que estaba claro que en las fiestas DENI y BAUTI  se evitan todo el rato entre lo timido que es el y ella que dijo que no iba hacer nada podemos esperar sentados a que pase algo si ella no se mueve por que el con lo de ALAN no se va a mover   GranHermano,claro fiesta deni bauti evitan rato timido dijo hacer podemos esperar sentados pase mueve alan mover granhermano,negativo,0,0,1,0,0,2,0,0,2
@execai96,Muy tímido el viernes,"Jan 6, 2024 · 2:37 AM UTC",embarrassed,scared,Muy tmido el viernes,tmido viernes,negativo,0,0,0,0,0,0,0,0,1
@Settralisko1,"Es que bauti odia las fiestas, lo dijo mil veces y tb a flor le dijo que aunque era cantante es muy timido y se nota, eso si luego hablando si tira cositas.   #GranHermano","Jan 6, 2024 · 2:33 AM UTC",embarrassed,scared,Es que bauti odia las fiestas lo dijo mil veces y tb a flor le dijo que aunque era cantante es muy timido y se nota eso si luego hablando si tira cositas   GranHermano,bauti odia fiesta dijo veces flor dijo aunque cantante timido nota luego hablando tira cositas granhermano,negativo,0,0,0,0,0,1,2,0,2
@eumoabi,cu timido,"Jan 6, 2024 · 2:27 AM UTC",embarrassed,scared,cu timido,timido,negativo,0,0,0,0,0,0,0,0,0
@Daiababaez_,"Enamorada del amigo, manager o lo que sea de Gregorio Dioooosssss es taaaannnnnnnnn no se reservado y tímido y simpático y vergonzoso y canchero yyyyyyyyyy","Jan 6, 2024 · 2:06 AM UTC",embarrassed,scared,Enamorada del amigo manager o lo que sea de Gregorio Dioooosssss es taaaannnnnnnnn no se reservado y tmido y simptico y vergonzoso y canchero yyyyyyyyyy,enamorada amigo manager gregorio dioooosssss taaaannnnnnnnn reservado tmido simptico vergonzoso canchero yyyyyyyyyy,negativo,0,0,0,0,0,0,0,0,1
@rcavanie,"El desafío del liderazgo es ser fuerte, pero no grosero, ser amable, pero no débil, ser reflexivo, pero no perezoso, ser humilde, pero no tímido, ser orgulloso, pero no arrogante. Jim Rohn, 1930-2009 Empresario estadounidense, autor y orador motivacional. El padre de la autoayuda","Jan 6, 2024 · 1:34 AM UTC",embarrassed,scared,El desafo del liderazgo es ser fuerte pero no grosero ser amable pero no dbil ser reflexivo pero no perezoso ser humilde pero no tmido ser orgulloso pero no arrogante Jim Rohn  Empresario estadounidense autor y orador motivacional El padre de la autoayuda,desafo liderazgo fuerte grosero amable dbil reflexivo perezoso humilde tmido orgulloso arrogante rohn empresario estadounidense autor orador motivacional padre autoayuda,negativo,0,0,0,0,0,0,0,0,1
@poinblink,Que paja querer hacer sociales siendo tímido la envidia que me da la gente cara dura ahre,"Jan 6, 2024 · 1:32 AM UTC",embarrassed,scared,Que paja querer hacer sociales siendo tmido la envidia que me da la gente cara dura ahre,paja querer hacer sociales siendo tmido envidia gente cara dura ahre,negativo,0,0,3,0,0,2,1,0,2
@guasoncdmx,Todo México se encuentra consternado y sobre todo muy confundido por la muerte del empresario Carlos Bremer ya que nadie lo conocía.,"Jan 6, 2024 · 3:55 AM UTC",embarrassed,scared,Todo Mxico se encuentra consternado y sobre todo muy confundido por la muerte del empresario Carlos Bremer ya que nadie lo conoca,mxico encuentra consternado confundido muerte empresario carlos bremer nadie conoca,negativo,0,0,0,0,0,1,0,0,2
@wudi_baudelaire,no se q es lo q quieres estoy confundido,"Jan 6, 2024 · 3:53 AM UTC",embarrassed,scared,no se q es lo q quieres estoy confundido,quieres confundido,negativo,0,0,0,0,0,0,0,1,0
@OriRolh,"Soñe que me escribia que se habia confundido conmigo y que queria que nos volvamos a ver, segui soñando Oriana 🤡","Jan 6, 2024 · 3:36 AM UTC",embarrassed,scared,Soe que me escribia que se habia confundido conmigo y que queria que nos volvamos a ver segui soando Oriana ,escribia habia confundido conmigo queria volvamos segui soando oriana,negativo,0,0,0,0,0,0,0,0,1
@adrii7357019791,Se cansa de hablar de mi este loco en cuando fui una mina que lo re ayude y viene a querer dejarme mal está re confundido y querer dejarme mal por un termo de mierda en cuando tiene altas pilchas gracias a mi y fíjate que se te la da de amigo y me cuenta todo.,"Jan 6, 2024 · 3:11 AM UTC",embarrassed,scared,Se cansa de hablar de mi este loco en cuando fui una mina que lo re ayude y viene a querer dejarme mal est re confundido y querer dejarme mal por un termo de mierda en cuando tiene altas pilchas gracias a mi y fjate que se te la da de amigo y me cuenta todo,cansa hablar loco mina ayude viene querer dejarme confundido querer dejarme termo mierda altas pilchas gracias fjate amigo cuenta,negativo,1,0,4,1,0,0,0,0,2
@Exequiel_Ayala0,"Hay varias pero, pq sigo sintiéndome infeliz, jamás estuviste confundido Exequiel y ahora que se dan el tiempo para amarte jajaja qué paja confiar en una mujer","Jan 6, 2024 · 3:07 AM UTC",embarrassed,scared,Hay varias pero pq sigo sintindome infeliz jams estuviste confundido Exequiel y ahora que se dan el tiempo para amarte jajaja qu paja confiar en una mujer,varias sigo sintindome infeliz jam confundido exequiel ahora tiempo amarte jajaja paja confiar mujer,negativo,1,0,0,0,0,0,1,0,1
@CesarSalazarV,siempre tiene que ser una sobre la otra por todas las veces que las he confundido,"Jan 6, 2024 · 3:05 AM UTC",embarrassed,scared,siempre tiene que ser una sobre la otra por todas las veces que las he confundido,siempre toda veces confundido,negativo,0,0,2,0,0,2,0,1,2
@yashua_ch,q confundido me tienes,"Jan 6, 2024 · 3:02 AM UTC",embarrassed,scared,q confundido me tienes,confundido,negativo,0,0,0,0,0,0,0,0,1
@maximousthe1st,Quedé más confundido 🤡,"Jan 6, 2024 · 2:51 AM UTC",embarrassed,scared,Qued ms confundido ,qued confundido,negativo,0,0,0,0,0,0,0,0,1
@emiliano_1604,Alchile si acabé bien confundido viendo el niño y la garza,"Jan 6, 2024 · 2:49 AM UTC",embarrassed,scared,Alchile si acab bien confundido viendo el nio y la garza,alchile acab bien confundido viendo garza,negativo,0,0,2,0,0,1,0,0,2
@Ernestovalade19,"Sigo confundido, pero avanzando","Jan 6, 2024 · 2:40 AM UTC",embarrassed,scared,Sigo confundido pero avanzando,sigo confundido avanzando,negativo,0,0,0,0,0,0,0,0,1
@MikeBaVi,"Este 2024 ha empezado muy mal. Mi coche aun descompuesto, estoy enfermo, reaparece gente que no debería, mis hermanos se regresan a EU...  Es imposible no sentirme un poco desconcertado","Jan 6, 2024 · 1:47 AM UTC",embarrassed,scared,Este  ha empezado muy mal Mi coche aun descompuesto estoy enfermo reaparece gente que no debera mis hermanos se regresan a EU  Es imposible no sentirme un poco desconcertado,empezado coche descompuesto enfermo reaparece gente debera hermanos regresan imposible sentirme desconcertado,negativo,0,0,1,0,0,1,0,0,2
@JoelHB10,Desconcertado de la realidad que vivo y mi subconsciente.,"Jan 5, 2024 · 11:50 AM UTC",embarrassed,scared,Desconcertado de la realidad que vivo y mi subconsciente,desconcertado realidad vivo subconsciente,negativo,0,0,0,0,0,0,0,0,1
@FlorVega2601,"A veces uno se siente desconcertado,porque no entendemos nada de lo que hacemos.  El día pasa tan rápido. Y la vida también","Jan 5, 2024 · 3:17 AM UTC",embarrassed,scared,A veces uno se siente desconcertadoporque no entendemos nada de lo que hacemos  El da pasa tan rpido Y la vida tambin,veces desconcertadoporque entendemos hacemos pasa rpido vida tambin,negativo,0,0,2,0,0,2,0,0,3
@Marquitoo007,"Que es Estar tristes o enojado? Sentir remordimiento o estar frustrado ? Quiza ninguna sea la respuesta estoy desenfocado, a lo mejor estoy desconcertado? Nada mejor me quedo callado...","Jan 5, 2024 · 2:37 AM UTC",embarrassed,scared,Que es Estar tristes o enojado Sentir remordimiento o estar frustrado  Quiza ninguna sea la respuesta estoy desenfocado a lo mejor estoy desconcertado Nada mejor me quedo callado,tristes enojado sentir remordimiento frustrado quiza ninguna respuesta desenfocado mejor desconcertado mejor quedo callado,negativo,1,0,1,2,0,2,1,0,2
@Alexlamatraca,Estoy nomas un poquito desconcertado por eso que dijiste que no harías,"Jan 4, 2024 · 6:55 PM UTC",embarrassed,scared,Estoy nomas un poquito desconcertado por eso que dijiste que no haras,noma poquito desconcertado dijiste haras,negativo,0,0,0,0,0,0,0,0,1
@gonzarasa,Estoy totalmente desconcertado hoy ☹️,"Jan 4, 2024 · 3:30 PM UTC",embarrassed,scared,Estoy totalmente desconcertado hoy ,totalmente desconcertado,negativo,0,0,0,0,0,0,0,0,1
@cristiandos0221,"El chino bobo está desconcertado, su cara fue cine 🚬🚬 #granhermano #gh23","Jan 4, 2024 · 3:15 AM UTC",embarrassed,scared,El chino bobo est desconcertado su cara fue cine  granhermano gh,chino bobo desconcertado cara cine granhermano,negativo,0,0,0,0,0,1,0,0,1
@camilamooo,el licha se hace el desconcertado y re que nico le habia susurrado a el kjjjjj,"Jan 4, 2024 · 1:37 AM UTC",embarrassed,scared,el licha se hace el desconcertado y re que nico le habia susurrado a el kjjjjj,licha hace desconcertado nico habia susurrado kjjjjj,negativo,0,0,1,0,0,1,0,0,2
@xEndlessDream_,"─── Tenue y desconcertado suspiro escapó de sus labiales  ───.  Mi intuición casi nunca me falla, quizá sea lo bueno de haber vivido tanto tiempo. ᅠ","Jan 3, 2024 · 10:40 PM UTC",embarrassed,scared, Tenue y desconcertado suspiro escap de sus labiales    Mi intuicin casi nunca me falla quiz sea lo bueno de haber vivido tanto tiempo ,tenue desconcertado suspiro escap labiales intuicin casi nunca falla quiz bueno haber vivido tiempo,negativo,1,0,1,1,0,0,1,0,4
@juanjorpas,Es un golazo pero la falta de contundencia (contundensia) es desesperante. El equipo se ha caído desde el empate y los cambios dignos de un demente han desconcertado aún más al equipo.,"Jan 3, 2024 · 10:26 PM UTC",embarrassed,scared,Es un golazo pero la falta de contundencia contundensia es desesperante El equipo se ha cado desde el empate y los cambios dignos de un demente han desconcertado an ms al equipo,golazo falta contundencia contundensia desesperante equipo cado empate cambios dignos demente desconcertado equipo,negativo,0,0,0,0,0,0,0,0,1
@Totheshowpod,"Socolovich ✅ Mujica ✅ Vizcaya ✅ Alaniz, titubeante. Chacín, los días sin lanzar se notaron.","Jan 3, 2024 · 2:41 AM UTC",embarrassed,scared,Socolovich  Mujica  Vizcaya  Alaniz titubeante Chacn los das sin lanzar se notaron,socolovich mujica vizcaya alaniz titubeante chacn lanzar notaron,negativo,0,0,0,0,0,0,0,0,1
@vozdelatierra,"Nos ocurre también al 2024: “Nuestro siglo XX iba a ser mejor que los pasados. Ya no podrá demostrarlo, tiene los años contados, titubeante el paso, fatigada la respiración… Ciertas desgracias no iban a suceder más: por ejemplo la guerra y el hambre, y tantas otras…” Zymborska","Dec 31, 2023 · 1:38 PM UTC",embarrassed,scared,Nos ocurre tambin al  Nuestro siglo XX iba a ser mejor que los pasados Ya no podr demostrarlo tiene los aos contados titubeante el paso fatigada la respiracin Ciertas desgracias no iban a suceder ms por ejemplo la guerra y el hambre y tantas otras Zymborska,ocurre tambin siglo mejor pasados podr demostrarlo contados titubeante paso fatigada respiracin ciertas desgracias iban suceder ejemplo guerra hambre tantas zymborska,negativo,1,0,0,1,0,0,1,0,2
@Memo_cde13,"A veces mágico, a veces titubeante.","Dec 30, 2023 · 10:20 PM UTC",embarrassed,scared,A veces mgico a veces titubeante,veces mgico veces titubeante,negativo,0,0,0,0,0,0,0,0,3
@JmQu138163,"EL OCASO DEL SIGLO  Nuestro siglo XX iba a ser mejor que los anteriores.  Ya no podrá demostrarlo, tiene los años contados, titubeante el paso, fatigada la respiración.   Ya han sucedido demasiadas cosas que no debían haber pasado  y lo que tenía que pasar no ha pasado.","Dec 30, 2023 · 3:33 PM UTC",embarrassed,scared,EL OCASO DEL SIGLO  Nuestro siglo XX iba a ser mejor que los anteriores  Ya no podr demostrarlo tiene los aos contados titubeante el paso fatigada la respiracin   Ya han sucedido demasiadas cosas que no deban haber pasado  y lo que tena que pasar no ha pasado,ocaso siglo siglo mejor anteriores podr demostrarlo contados titubeante paso fatigada respiracin sucedido demasiadas cosas deban haber pasado tena pasar pasado,negativo,0,0,2,0,0,2,0,0,4
@Yodigodeque,"Salgo de la veterinaria espantado por los precios y malhumorado por la situación en general. Camino con el ceño fruncido hasta que me cruzo a una viejecita con su bastón y su andar titubeante que se pone a cantar ""Seguir viviendo sin tu amor"". Sonreí todo el camino de regreso.","Dec 30, 2023 · 1:53 PM UTC",embarrassed,scared,Salgo de la veterinaria espantado por los precios y malhumorado por la situacin en general Camino con el ceo fruncido hasta que me cruzo a una viejecita con su bastn y su andar titubeante que se pone a cantar Seguir viviendo sin tu amor Sonre todo el camino de regreso,salgo veterinaria espantado precios malhumorado situacin general camino fruncido cruzo viejecita bastn andar titubeante pone cantar seguir viviendo amor sonre camino regreso,negativo,0,0,1,0,0,1,0,0,2
@_elfaro_,"""Los votantes están frustrados con la economía, brutalmente frenada por la pandemia y con una recuperación titubeante. La crisis deterioró los indicadores sociales, se ensañó con los sectores de menos recursos y amenazó las posiciones de las clases medias frágiles"", opina Salvador Romero Ballivian. https://elfaro.net/es/202312/columnas/27191/el-voto-de-la-frustracion-gano-el-tour-electoral-de-2023","Dec 28, 2023 · 7:48 PM UTC",embarrassed,scared,Los votantes estn frustrados con la economa brutalmente frenada por la pandemia y con una recuperacin titubeante La crisis deterior los indicadores sociales se ensa con los sectores de menos recursos y amenaz las posiciones de las clases medias frgiles opina Salvador Romero Ballivian ,votantes estn frustrados economa brutalmente frenada pandemia recuperacin titubeante crisis deterior indicadores sociales ensa sectores menos recursos amenaz posiciones clases medias frgiles opina salvador romero ballivian,negativo,0,1,0,0,0,0,0,0,1
@miro_nahue58530,"Volviendo a las compatibilidad con mi hermosa suegra Letizia, yo si bebo y a veces en cantidades ingentes últimamente me reprimo y bebo poco porque un Monarca jamás debe mostrarse débil, melancólico y titubeante ante su población. La monarquía pende de un hilo... 😲 🤔 🤯","Dec 28, 2023 · 7:05 PM UTC",embarrassed,scared,Volviendo a las compatibilidad con mi hermosa suegra Letizia yo si bebo y a veces en cantidades ingentes ltimamente me reprimo y bebo poco porque un Monarca jams debe mostrarse dbil melanclico y titubeante ante su poblacin La monarqua pende de un hilo   ,volviendo compatibilidad hermosa suegra letizia bebo veces cantidades ingentes ltimamente reprimo bebo monarca jam debe mostrarse dbil melanclico titubeante poblacin monarqua pende hilo,negativo,0,0,1,0,0,0,0,0,2
@Belnn0Rodriguez,"Hace días o algún día que no apreciaba un corazón titubeante entre las marismas. Eso me sosegaba tanto cómo me inquietaba, porque era sólo su procedimiento exacto.","Dec 26, 2023 · 10:02 PM UTC",embarrassed,scared,Hace das o algn da que no apreciaba un corazn titubeante entre las marismas Eso me sosegaba tanto cmo me inquietaba porque era slo su procedimiento exacto,hace algn apreciaba corazn titubeante marismas sosegaba inquietaba procedimiento exacto,negativo,0,0,2,0,0,2,0,0,3
@OhCiotti,Especialmente titubeante Pagni. Le salva las papas Olivera con sutiles correcciones. La está trabajando de duro. Aburrido.,"Dec 26, 2023 · 1:26 AM UTC",embarrassed,scared,Especialmente titubeante Pagni Le salva las papas Olivera con sutiles correcciones La est trabajando de duro Aburrido,especialmente titubeante pagni salva papa olivera sutiles correcciones trabajando duro aburrido,negativo,0,0,0,0,0,0,0,0,1
@TerceraGrada,"Varane no me apetece nada de nada, su nivel ha bajado muchísimo, ha estado en varias ocasiones que ha perdido la titularidad y luego cuando ha vuelto ha estado demasiado titubeante, yo buscaría otras opciones, por ejemplo Laporte, aunque creo que es difícil sacarlo de allí.","Dec 23, 2023 · 9:36 AM UTC",embarrassed,scared,Varane no me apetece nada de nada su nivel ha bajado muchsimo ha estado en varias ocasiones que ha perdido la titularidad y luego cuando ha vuelto ha estado demasiado titubeante yo buscara otras opciones por ejemplo Laporte aunque creo que es difcil sacarlo de all,varane apetece nivel bajado muchsimo varias ocasiones perdido titularidad luego vuelto demasiado titubeante buscara opciones ejemplo laporte aunque creo difcil sacarlo,negativo,0,0,1,0,0,1,0,1,3
@_sararmand,"Mi jefa me dejó como tarea para mañana limpiar la parte de bazar y me dijo ""Sari por favor no rompas nada de vidrio"" jajajaja ya sabe que soy torpe🤣","Jan 6, 2024 · 3:55 AM UTC",embarrassed,scared,Mi jefa me dej como tarea para maana limpiar la parte de bazar y me dijo Sari por favor no rompas nada de vidrio jajajaja ya sabe que soy torpe,jefa tarea maana limpiar parte bazar dijo sari favor rompas vidrio jajajaja sabe torpe,negativo,0,0,0,0,0,0,0,0,3
@WhimsicalSianey,Pordios soy demasiado torpe y lo odio,"Jan 6, 2024 · 3:31 AM UTC",embarrassed,scared,Pordios soy demasiado torpe y lo odio,pordios demasiado torpe odio,negativo,0,0,0,0,0,0,1,0,0
@klp_rock,Laa fuertaza la morocha,"Jan 6, 2024 · 3:15 AM UTC",embarrassed,scared,Laa fuertaza la morocha,fuertaza morocha,negativo,0,0,0,0,0,0,0,0,0
@justagirlpau,"Ala gente a veces pienso que ya no soy tan torpe, pero Justo hoy me tuve que sacar la mrd en la rodilla","Jan 6, 2024 · 3:04 AM UTC",embarrassed,scared,Ala gente a veces pienso que ya no soy tan torpe pero Justo hoy me tuve que sacar la mrd en la rodilla,gente veces pienso torpe justo sacar rodilla,negativo,0,0,1,0,0,1,1,0,2
@juliaanleal3,Que torpe jaja,"Jan 6, 2024 · 2:46 AM UTC",embarrassed,scared,Que torpe jaja,torpe jaja,negativo,0,0,0,0,0,0,0,0,1
@nataliaa_mh,"Que torpe distracción, y que dulce sensación..","Jan 6, 2024 · 2:44 AM UTC",embarrassed,scared,Que torpe distraccin y que dulce sensacin,torpe distraccin dulce sensacin,negativo,0,0,0,0,0,0,0,0,1
@Daliirazik,Torpe de segundo nombre,"Jan 6, 2024 · 2:42 AM UTC",embarrassed,scared,Torpe de segundo nombre,torpe segundo nombre,negativo,0,0,0,0,0,0,0,0,1
@__martiss,"Y una cosa a mi favor voy a decir: la vida me hizo MUY  torpe en los juegos típicos que te ponían a jugar en educación física, en los bolos...  pero sabéis en qué me hizo una crack? En envolvedora top de regalos y en tener infinita imaginación.  To no iba a ser torpeza!!! 🥹","Jan 6, 2024 · 1:52 AM UTC",embarrassed,scared,Y una cosa a mi favor voy a decir la vida me hizo MUY  torpe en los juegos tpicos que te ponan a jugar en educacin fsica en los bolos  pero sabis en qu me hizo una crack En envolvedora top de regalos y en tener infinita imaginacin  To no iba a ser torpeza ,cosa favor decir vida hizo torpe juegos tpicos ponan jugar educacin fsica bolo sabis hizo crack envolvedora regalos tener infinita imaginacin torpeza,negativo,0,0,2,0,0,4,0,0,2
@spineyman_222,La vdd si extraño al torpe de mi hermano,"Jan 6, 2024 · 1:34 AM UTC",embarrassed,scared,La vdd si extrao al torpe de mi hermano,extrao torpe hermano,negativo,0,0,0,0,0,0,0,0,1
@ryuuanemia,que torpe distracción,"Jan 6, 2024 · 1:32 AM UTC",embarrassed,scared,que torpe distraccin,torpe distraccin,negativo,0,0,0,0,0,0,0,0,1
